,true_close,y,Date,green,red,1_day_risk,10_day_risk
0,49.11529129681509,1.0,2015-09-03,49.11529129681509,49.11529129681509,0.3989982604980469,0.3260990977287292
1,48.641252985379424,0.0,2015-09-04,48.641252985379424,,0.4692300260066986,0.2215166985988617
2,49.28653781093504,0.0,2015-09-08,49.28653781093504,,0.44689804315567017,0.2979859709739685
3,49.60858920581213,0.0,2015-09-09,49.60858920581213,,0.43136563897132874,0.43570476770401
4,49.66540566661432,0.0,2015-09-10,49.66540566661432,,0.5219963192939758,0.3155792355537414
5,49.9140922015157,0.0,2015-09-11,49.9140922015157,,0.37806418538093567,0.416193813085556
6,50.3846325879133,0.0,2015-09-14,50.3846325879133,,0.39068713784217834,0.5074244737625122
7,50.59872186200745,0.0,2015-09-15,50.59872186200745,,0.6603807806968689,0.5875241756439209
8,51.80205314761325,0.0,2015-09-16,51.80205314761325,51.80205314761325,0.7557193040847778,0.5211095809936523
9,52.19981955381308,1.0,2015-09-17,52.19981955381308,52.19981955381308,0.7032304406166077,0.6674613952636719
10,52.15053720089024,0.0,2015-09-18,52.15053720089024,52.15053720089024,0.6923974752426147,0.715549886226654
11,52.59868811949372,1.0,2015-09-21,,52.59868811949372,0.6506832242012024,0.8290981650352478
12,52.33174066329497,1.0,2015-09-22,52.33174066329497,52.33174066329497,0.7201831340789795,0.8043946027755737
13,52.25391040250236,0.0,2015-09-23,52.25391040250236,52.25391040250236,0.7606446146965027,0.8350540995597839
14,52.494468997931484,1.0,2015-09-24,,52.494468997931484,0.7959418892860413,0.8657055497169495
15,51.77136412943959,1.0,2015-09-25,,51.77136412943959,0.699466347694397,0.8512027859687805
16,50.41587798088735,1.0,2015-09-28,,50.41587798088735,0.68769770860672,0.7168920040130615
17,49.71005848349612,1.0,2015-09-29,,49.71005848349612,0.6872269511222839,0.6983338594436646
18,49.690520667587904,1.0,2015-09-30,49.690520667587904,49.690520667587904,0.5402431488037109,0.5830742716789246
19,48.57608336433204,0.0,2015-10-01,48.57608336433204,,0.39051708579063416,0.500009298324585
20,49.18572913784337,0.0,2015-10-02,49.18572913784337,49.18572913784337,0.41666966676712036,0.3252878487110138
21,49.21450490069879,1.0,2015-10-05,,49.21450490069879,0.3734912574291229,0.4448379874229431
22,48.61487659622602,1.0,2015-10-06,,48.61487659622602,0.34692519903182983,0.5487624406814575
23,47.17000569783926,1.0,2015-10-07,,47.17000569783926,0.3427317142486572,0.5625752806663513
24,45.983103144756434,1.0,2015-10-08,,45.983103144756434,0.2715734541416168,0.5365604758262634
25,44.78378641804756,1.0,2015-10-09,44.78378641804756,44.78378641804756,0.3229948878288269,0.6320211887359619
26,43.6997259802644,0.0,2015-10-12,43.6997259802644,43.6997259802644,0.41909873485565186,0.6942389011383057
27,43.79740310127124,1.0,2015-10-13,43.79740310127124,43.79740310127124,0.45287975668907166,0.7552381157875061
28,43.52349072838928,0.0,2015-10-14,43.52349072838928,,0.47131550312042236,0.7099866271018982
29,44.003522429374726,0.0,2015-10-15,44.003522429374726,,0.5105085968971252,0.7040055394172668
30,44.91253312799112,0.0,2015-10-16,44.91253312799112,44.91253312799112,0.5226475596427917,0.8369967937469482
31,45.37238590052199,1.0,2015-10-19,,45.37238590052199,0.5220698714256287,0.8570109009742737
32,43.57423441058064,1.0,2015-10-20,,43.57423441058064,0.6711316704750061,0.8622358441352844
33,42.562683055360935,1.0,2015-10-21,,42.562683055360935,0.7615652084350586,0.8113114237785339
34,42.42054021988902,1.0,2015-10-22,42.42054021988902,42.42054021988902,0.7546464800834656,0.6979895234107971
35,42.02888959270823,0.0,2015-10-23,42.02888959270823,42.02888959270823,0.7097234725952148,0.6690882444381714
36,42.6939101474259,1.0,2015-10-26,42.6939101474259,42.6939101474259,0.6741256713867188,0.578313410282135
37,42.28836835323481,0.0,2015-10-27,42.28836835323481,42.28836835323481,0.7747802734375,0.6108613014221191
38,42.48572830870298,1.0,2015-10-28,,42.48572830870298,0.7445661425590515,0.6493549942970276
39,42.38190504690102,1.0,2015-10-29,42.38190504690102,42.38190504690102,0.6988099217414856,0.7257043123245239
40,41.73456779790951,0.0,2015-10-30,41.73456779790951,41.73456779790951,0.7153651714324951,0.7112514972686768
41,42.39979835237624,1.0,2015-11-02,42.39979835237624,42.39979835237624,0.7228335738182068,0.7472286224365234
42,41.925428233146135,0.0,2015-11-03,41.925428233146135,,0.6347066164016724,0.7795451879501343
43,44.78580002045612,0.0,2015-11-04,44.78580002045612,,0.6883174180984497,0.8130877614021301
44,45.80513006666892,0.0,2015-11-05,45.80513006666892,45.80513006666892,0.6333799958229065,0.8257394433021545
45,46.23859560267983,1.0,2015-11-06,,46.23859560267983,0.6675200462341309,0.7787601351737976
46,45.47640969079633,1.0,2015-11-09,,45.47640969079633,0.6916140913963318,0.6355806589126587
47,44.06174289586807,1.0,2015-11-10,,44.06174289586807,0.7663628458976746,0.6327704787254333
48,43.90201124341222,1.0,2015-11-11,,43.90201124341222,0.6806190609931946,0.5872198939323425
49,43.04790474848773,1.0,2015-11-12,43.04790474848773,43.04790474848773,0.6117668151855469,0.6832821369171143
50,42.00146648344287,0.0,2015-11-13,42.00146648344287,,0.5631058216094971,0.753269374370575
51,42.56081295182219,0.0,2015-11-16,42.56081295182219,,0.5267425775527954,0.7753649950027466
52,42.71628403722712,0.0,2015-11-17,42.71628403722712,,0.4545639157295227,0.8802919983863831
53,43.68979986926728,0.0,2015-11-18,43.68979986926728,43.68979986926728,0.45423391461372375,0.8701156973838806
54,44.12543035097207,1.0,2015-11-19,,44.12543035097207,0.47935450077056885,0.7882815003395081
55,44.0451999087289,1.0,2015-11-20,,44.0451999087289,0.4766784608364105,0.6646382212638855
56,43.72331947214448,1.0,2015-11-23,43.72331947214448,43.72331947214448,0.5288453698158264,0.5567981004714966
57,43.67566280707186,0.0,2015-11-24,43.67566280707186,,0.4925372898578644,0.5069059133529663
58,45.13968289495074,0.0,2015-11-25,45.13968289495074,,0.4013276696205139,0.5079695582389832
59,45.90818810075717,0.0,2015-11-27,45.90818810075717,,0.37670639157295227,0.5039370656013489
60,46.00166462524304,0.0,2015-11-30,46.00166462524304,46.00166462524304,0.47131314873695374,0.7076342701911926
61,46.935282440307226,1.0,2015-12-01,,46.935282440307226,0.46908214688301086,0.719362199306488
62,46.58604808048692,1.0,2015-12-02,,46.58604808048692,0.4960566461086273,0.7795283198356628
63,46.55741670915187,1.0,2015-12-03,,46.55741670915187,0.7069618701934814,0.7162177562713623
64,46.24449598705814,1.0,2015-12-04,,46.24449598705814,0.8060365915298462,0.7501273155212402
65,46.23247472614662,1.0,2015-12-07,,46.23247472614662,0.7837679386138916,0.7754204273223877
66,45.65496730466401,1.0,2015-12-08,45.65496730466401,45.65496730466401,0.82126784324646,0.7709299325942993
67,45.16683812023104,0.0,2015-12-09,45.16683812023104,45.16683812023104,0.7577779293060303,0.7959092259407043
68,45.3274942942293,1.0,2015-12-10,,45.3274942942293,0.7164049744606018,0.8799682259559631
69,44.07722256657888,1.0,2015-12-11,44.07722256657888,44.07722256657888,0.6533647775650024,0.9170280694961548
70,43.84242764042908,0.0,2015-12-14,43.84242764042908,,0.624986469745636,0.9156238436698914
71,44.08654870216531,0.0,2015-12-15,44.08654870216531,,0.5766903162002563,0.8426331281661987
72,45.91659232346782,0.0,2015-12-16,45.91659232346782,45.91659232346782,0.6163612604141235,0.8218234181404114
73,46.41150822568932,1.0,2015-12-17,46.41150822568932,46.41150822568932,0.6836337447166443,0.8363892436027527
74,46.20382726406206,0.0,2015-12-18,46.20382726406206,46.20382726406206,0.6800509691238403,0.8132436275482178
75,46.4041402168602,1.0,2015-12-21,,46.4041402168602,0.6209459900856018,0.7990859746932983
76,46.13495016690449,1.0,2015-12-22,46.13495016690449,46.13495016690449,0.3259707987308502,0.8192977905273438
77,46.0082316657774,0.0,2015-12-23,46.0082316657774,46.0082316657774,0.3035610616207123,0.888542115688324
78,46.076980051527954,1.0,2015-12-24,46.076980051527954,46.076980051527954,0.41086089611053467,0.750487744808197
79,45.89044361312755,0.0,2015-12-28,45.89044361312755,,0.4846738576889038,0.6621173024177551
80,46.89635508606681,0.0,2015-12-29,46.89635508606681,,0.4408092200756073,0.7405287027359009
81,47.36542429995981,0.0,2015-12-30,47.36542429995981,47.36542429995981,0.4369160532951355,0.6948169469833374
82,47.779197790874605,1.0,2015-12-31,,47.779197790874605,0.7203119397163391,0.5648483633995056
83,45.76601871105904,1.0,2016-01-04,,45.76601871105904,0.7410907745361328,0.3935467302799225
84,45.06400708445416,1.0,2016-01-05,,45.06400708445416,0.7225526571273804,0.4723101854324341
85,44.24760160675622,1.0,2016-01-06,,44.24760160675622,0.6552672386169434,0.6493465304374695
86,43.52116125663958,1.0,2016-01-07,,43.52116125663958,0.6373818516731262,0.7785621285438538
87,42.6624069357345,1.0,2016-01-08,42.6624069357345,42.6624069357345,0.5653139352798462,0.8507575392723083
88,41.95234222914282,0.0,2016-01-11,41.95234222914282,41.95234222914282,0.440480500459671,0.7964588403701782
89,41.97941944298076,1.0,2016-01-12,41.97941944298076,41.97941944298076,0.38347190618515015,0.5780057311058044
90,40.733096983571095,0.0,2016-01-13,40.733096983571095,40.733096983571095,0.35786834359169006,0.6758684515953064
91,41.05998398392274,1.0,2016-01-14,,41.05998398392274,0.36792317032814026,0.720664918422699
92,41.01969510848429,1.0,2016-01-15,,41.01969510848429,0.2691965699195862,0.8526668548583984
93,40.97049344666091,1.0,2016-01-19,,40.97049344666091,0.2825203239917755,0.7785172462463379
94,40.170673797334736,1.0,2016-01-20,40.170673797334736,40.170673797334736,0.19104723632335663,0.7010830640792847
95,40.05583549184792,0.0,2016-01-21,40.05583549184792,40.05583549184792,0.16014039516448975,0.5567532777786255
96,40.35104133114335,1.0,2016-01-22,,40.35104133114335,0.09362722933292389,0.5641099214553833
97,39.6522651006658,1.0,2016-01-25,,39.6522651006658,0.09009429812431335,0.3831714689731598
98,39.04109395558215,1.0,2016-01-26,,39.04109395558215,0.13033321499824524,0.4100560843944549
99,38.11348185295961,1.0,2016-01-27,38.11348185295961,38.11348185295961,0.19060920178890228,0.5699621438980103
100,38.00071775589669,0.0,2016-01-28,38.00071775589669,,0.20873184502124786,0.482821524143219
101,38.156252305567264,0.0,2016-01-29,38.156252305567264,38.156252305567264,0.23681259155273438,0.4097254574298858
102,38.95688862433136,1.0,2016-02-01,,38.95688862433136,0.1816522628068924,0.456435352563858
103,37.39631085982457,1.0,2016-02-02,,37.39631085982457,0.3082856237888336,0.3854430317878723
104,35.64110824551868,1.0,2016-02-03,,35.64110824551868,0.4304015338420868,0.2632547318935394
105,35.267289115789936,1.0,2016-02-04,,35.267289115789936,0.49193111062049866,0.2257016003131866
106,33.48155148807286,1.0,2016-02-05,,33.48155148807286,0.48072364926338196,0.2335808873176574
107,30.957242743115536,1.0,2016-02-08,,30.957242743115536,0.633809506893158,0.2986563444137573
108,30.10753471213512,1.0,2016-02-09,30.10753471213512,30.10753471213512,0.6001940965652466,0.2587142288684845
109,29.21473666325486,0.0,2016-02-10,29.21473666325486,,0.4430868923664093,0.2509502172470093
110,29.78625774287529,0.0,2016-02-11,29.78625774287529,,0.4480796754360199,0.1964185535907745
111,30.060390329024905,0.0,2016-02-12,30.060390329024905,,0.3154065012931824,0.1162835881114006
112,30.69323687303225,0.0,2016-02-16,30.69323687303225,,0.2578069567680359,0.0531430132687091
113,32.671032945234145,0.0,2016-02-17,32.671032945234145,,0.2246381789445877,0.0336424075067043
114,33.11496159034123,0.0,2016-02-18,33.11496159034123,,0.30062469840049744,0.0352179557085037
115,33.24563778647783,0.0,2016-02-19,33.24563778647783,,0.27867934107780457,0.0726117193698883
116,34.74217344346793,0.0,2016-02-22,34.74217344346793,,0.3338988721370697,0.0671046003699302
117,35.19706157801651,0.0,2016-02-23,35.19706157801651,,0.3748380243778229,0.0720236226916313
118,35.58897105639513,0.0,2016-02-24,35.58897105639513,,0.533223569393158,0.1088929325342178
119,36.82203990941115,0.0,2016-02-25,36.82203990941115,,0.5073105692863464,0.2196290045976638
120,37.63191448404097,0.0,2016-02-26,37.63191448404097,37.63191448404097,0.5061008334159851,0.2906507849693298
121,38.12207110090848,1.0,2016-02-29,38.12207110090848,38.12207110090848,0.6276301145553589,0.3861305117607116
122,37.56822518286435,0.0,2016-03-01,37.56822518286435,,0.6627302765846252,0.6302127242088318
123,37.6330783379283,0.0,2016-03-02,37.6330783379283,,0.7243209481239319,0.7807192802429199
124,38.6177766446543,0.0,2016-03-03,38.6177766446543,,0.7353106737136841,0.8875000476837158
125,39.65142194464756,0.0,2016-03-04,39.65142194464756,39.65142194464756,0.6830421090126038,0.9088499546051024
126,40.56569680782391,1.0,2016-03-07,40.56569680782391,40.56569680782391,0.6928057670593262,0.9194197058677672
127,40.53599418028475,0.0,2016-03-08,40.53599418028475,40.53599418028475,0.5685494542121887,0.8937536478042603
128,41.32119762588042,1.0,2016-03-09,41.32119762588042,41.32119762588042,0.412454754114151,0.7919577360153198
129,41.13581871282035,0.0,2016-03-10,41.13581871282035,,0.6769648194313049,0.6768630743026733
130,41.37253654948712,0.0,2016-03-11,41.37253654948712,,0.7934587597846985,0.6979418992996216
131,42.44988699886347,0.0,2016-03-14,42.44988699886347,,0.7390106916427612,0.7414612770080566
132,43.241659973528,0.0,2016-03-15,43.241659973528,,0.6478163599967957,0.6812391877174377
133,43.985482022228936,0.0,2016-03-16,43.985482022228936,,0.7436555624008179,0.7068169713020325
134,44.82431934254576,0.0,2016-03-17,44.82431934254576,,0.683749258518219,0.6976884007453918
135,45.9447119880917,0.0,2016-03-18,45.9447119880917,45.9447119880917,0.7192156910896301,0.4384621381759643
136,47.062250147980535,1.0,2016-03-21,,47.062250147980535,0.72669917345047,0.6052159070968628
137,46.922987274083226,1.0,2016-03-22,46.922987274083226,46.922987274083226,0.6419423818588257,0.6891112327575684
138,45.35844479214495,0.0,2016-03-23,45.35844479214495,,0.7511302828788757,0.8116106986999512
139,45.48295518134009,0.0,2016-03-24,45.48295518134009,,0.7831761240959167,0.8014587163925171
140,45.85283310344705,0.0,2016-03-28,45.85283310344705,45.85283310344705,0.8016565442085266,0.8320297598838806
141,45.96539222097209,1.0,2016-03-29,45.96539222097209,45.96539222097209,0.7102627754211426,0.6216506958007812
142,45.58358620617324,0.0,2016-03-30,45.58358620617324,,0.769605278968811,0.6685222387313843
143,45.824354239848624,0.0,2016-03-31,45.824354239848624,,0.7621621489524841,0.7466524243354797
144,46.92522499560473,0.0,2016-04-01,46.92522499560473,,0.7533942461013794,0.8330636620521545
145,48.53252797484105,0.0,2016-04-04,48.53252797484105,,0.6601276993751526,0.931613266468048
146,50.197485941707065,0.0,2016-04-05,50.197485941707065,50.197485941707065,0.6206320524215698,0.9078896641731262
147,52.07371984156036,1.0,2016-04-06,,52.07371984156036,0.722463071346283,0.8764245510101318
148,51.66180105190696,1.0,2016-04-07,,51.66180105190696,0.730434775352478,0.8077619075775146
149,50.59073032849459,1.0,2016-04-08,,50.59073032849459,0.6786100268363953,0.7662668824195862
150,50.196356368757286,1.0,2016-04-11,50.196356368757286,50.196356368757286,0.6123777627944946,0.7287785410881042
151,49.78532419348155,0.0,2016-04-12,49.78532419348155,49.78532419348155,0.5460172295570374,0.8312017917633057
152,50.51376231720585,1.0,2016-04-13,50.51376231720585,50.51376231720585,0.642926037311554,0.8028450608253479
153,50.42161788218905,0.0,2016-04-14,50.42161788218905,,0.7231061458587646,0.8737971186637878
154,50.73386653647613,0.0,2016-04-15,50.73386653647613,50.73386653647613,0.7962043285369873,0.8334782123565674
155,50.76125392253227,1.0,2016-04-18,50.76125392253227,50.76125392253227,0.7456519603729248,0.8201644420623779
156,49.92453823812067,0.0,2016-04-19,49.92453823812067,49.92453823812067,0.6832554936408997,0.8646199107170105
157,49.969688046123,1.0,2016-04-20,49.969688046123,49.969688046123,0.7857369780540466,0.8093386888504028
158,49.76709143107225,0.0,2016-04-21,49.76709143107225,49.76709143107225,0.747450053691864,0.8250539302825928
159,50.40598200087529,1.0,2016-04-22,50.40598200087529,50.40598200087529,0.6753525733947754,0.8067507743835449
160,50.37869266881221,0.0,2016-04-25,50.37869266881221,50.37869266881221,0.6593668460845947,0.815238356590271
161,50.6187431481956,1.0,2016-04-26,,50.6187431481956,0.6942062377929688,0.8876346349716187
162,50.40765926873858,1.0,2016-04-27,,50.40765926873858,0.683195173740387,0.9164852499961852
163,49.84498062503995,1.0,2016-04-28,,49.84498062503995,0.70808345079422,0.93922358751297
164,48.744543496473945,1.0,2016-04-29,,48.744543496473945,0.7183719873428345,0.9175076484680176
165,48.4945906204944,1.0,2016-05-02,,48.4945906204944,0.697121262550354,0.9163530468940736
166,47.17470717341084,1.0,2016-05-03,,47.17470717341084,0.7583109140396118,0.9655599594116212
167,45.44394818513227,1.0,2016-05-04,,45.44394818513227,0.6358039975166321,0.939732313156128
168,43.40428170610488,1.0,2016-05-05,,43.40428170610488,0.4808874726295471,0.911597728729248
169,43.13239863680956,1.0,2016-05-06,,43.13239863680956,0.3542851209640503,0.8923749923706055
170,42.25593978075689,1.0,2016-05-09,,42.25593978075689,0.36773812770843506,0.8787558674812317
171,41.91927824882643,1.0,2016-05-10,,41.91927824882643,0.24788616597652435,0.7672337889671326
172,41.836547268070696,1.0,2016-05-11,,41.836547268070696,0.2344513088464737,0.7800224423408508
173,41.58919237695463,1.0,2016-05-12,41.58919237695463,41.58919237695463,0.21575897932052612,0.6695989966392517
174,41.54551691536918,0.0,2016-05-13,41.54551691536918,41.54551691536918,0.1786803901195526,0.5523054599761963
175,41.61863153530841,1.0,2016-05-16,41.61863153530841,41.61863153530841,0.17160610854625702,0.4798057675361633
176,41.17232052161087,0.0,2016-05-17,41.17232052161087,,0.17983829975128174,0.4015139937400818
177,41.86241293634799,0.0,2016-05-18,41.86241293634799,,0.2023245394229889,0.3096162974834442
178,42.62914440870323,0.0,2016-05-19,42.62914440870323,42.62914440870323,0.22492557764053345,0.5583360195159912
179,43.55660038435472,1.0,2016-05-20,43.55660038435472,43.55660038435472,0.2640612721443176,0.6930522918701172
180,43.35340979730491,0.0,2016-05-23,43.35340979730491,,0.2944198548793793,0.7698138952255249
181,43.50199390513095,0.0,2016-05-24,43.50199390513095,,0.27930504083633423,0.8133941888809204
182,43.77109810483294,0.0,2016-05-25,43.77109810483294,,0.3517672121524811,0.8597938418388367
183,44.585483206015255,0.0,2016-05-26,44.585483206015255,,0.5214923024177551,0.9025840163230896
184,44.60012023294519,0.0,2016-05-27,44.60012023294519,44.60012023294519,0.5916182994842529,0.8949230909347534
185,44.629942022021545,1.0,2016-05-31,,44.629942022021545,0.7685517072677612,0.9292443990707396
186,44.16327889441409,1.0,2016-06-01,,44.16327889441409,0.8720378279685974,0.956536591053009
187,43.92194749402638,1.0,2016-06-02,43.92194749402638,43.92194749402638,0.8528450727462769,0.9531605839729308
188,43.84138184110992,0.0,2016-06-03,43.84138184110992,,0.8381059169769287,0.9533852338790894
189,44.032884675882606,0.0,2016-06-06,44.032884675882606,,0.8201401829719543,0.905271589756012
190,45.61570866457405,0.0,2016-06-07,45.61570866457405,45.61570866457405,0.8242748975753784,0.8984394669532776
191,46.5830980921102,1.0,2016-06-08,,46.5830980921102,0.7875247597694397,0.8603810667991638
192,46.120885403405566,1.0,2016-06-09,,46.120885403405566,0.7371803522109985,0.8288819193840027
193,44.585009514299855,1.0,2016-06-10,,44.585009514299855,0.7598387598991394,0.8057791590690613
194,43.92785418297126,1.0,2016-06-13,43.92785418297126,43.92785418297126,0.6817623972892761,0.7685757279396057
195,43.31954934093203,0.0,2016-06-14,43.31954934093203,,0.6950257420539856,0.8619495034217834
196,43.46284286441899,0.0,2016-06-15,43.46284286441899,43.46284286441899,0.7039703726768494,0.9275118112564088
197,43.5428940503982,1.0,2016-06-16,43.5428940503982,43.5428940503982,0.729996919631958,0.9255211353302002
